.threshold,specificity,sensitivity
0.02452486753463745,0.1546315886303008,0.9838709677419355
0.024542570114135742,0.15472357648790358,0.9838709677419355
0.024543702602386475,0.15481556434550636,0.9838709677419355
0.02466040849685669,0.15509152791831482,0.9838709677419355
0.024662256240844727,0.1551835157759176,0.9838709677419355
0.024675726890563965,0.15527550363352038,0.9838709677419355
0.024744093418121338,0.15610339435194553,0.978494623655914
0.02474921941757202,0.15619538220954832,0.978494623655914
0.02477133274078369,0.1562873700671511,0.978494623655914
0.024775981903076172,0.15637935792475388,0.978494623655914
0.024780631065368652,0.15647134578235677,0.978494623655914
0.02478104829788208,0.15656333363995956,0.978494623655914
0.02481091022491455,0.15674730935516512,0.978494623655914
0.02490133047103882,0.1568392972127679,0.978494623655914
0.024953365325927734,0.15702327292797347,0.978494623655914
0.02498602867126465,0.15711526078557625,0.978494623655914
0.02502363920211792,0.1573912243583847,0.978494623655914
0.0250471830368042,0.1574832122159875,0.978494623655914
0.025054335594177246,0.15812712721920708,0.978494623655914
0.025058090686798096,0.15831110293441264,0.978494623655914
0.02506011724472046,0.1584950786496182,0.978494623655914
0.02515268325805664,0.1585870665072211,0.978494623655914
0.02516186237335205,0.1591389936528378,0.978494623655914
0.025201261043548584,0.15923098151044057,0.978494623655914
0.025215864181518555,0.15932296936804347,0.978494623655914
0.025247156620025635,0.15941495722564625,0.978494623655914
